title,overview,genres,emotion,link
Doctor Zhivago,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/907
Dear John,"While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/22971
Firebird,"At the height of the Cold War, a troubled soldier forms a forbidden love triangle with a daring fighter pilot and his female comrade amid the dangerous surroundings of a Soviet Air Force Base.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/797838
The Chinese Widow,"It’s 1941 and the Japanese attack on Pearl Harbor has destroyed America’s morale. The US President Franklin D. Roosevelt then decides to risk it all by bombing Tokyo and raise more hope for his citizens. After completing its mission, a unit of the US Air Force is forced to make an emergency landing in China. Its commander Jack Turner (Emilie Hirsch) barely survives but gets rescued by Ying (Crystal Liu), a local widow who will stop at nothing to hide him from the Japanese occupant.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/528210
Battle for Sevastopol,"The story of Lyudmila Pavlichenko, the most successful female sniper in history.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/332270
A Very Long Engagement,"Young Frenchwoman Mathilde searches for the truth about her missing fiancé, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever — and she needs to know for sure.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/2841
The White Sun of the Desert,"The setting is the east shore of the Caspian Sea (today's Turkmenistan) where the Red Army soldier Fyodor Sukhov has been fighting the Civil War in Russian Asia for a number of years. After being hospitalised and then demobbed, he sets off home to join his wife, only to be caught up in a desert fight between a Red Army cavalry unit and Basmachi guerrillas. The cavalry unit commander, Rahimov, ""convinces"" Sukhov to help, temporarily, with the protection of abandoned women of the Basmachi guerrilla leader Abdullah's harem. Leaving a young Red Army soldier, Petrukha, to assist Sukhov with the task, Rahimov and his cavalry unit set out to pursue fleeing Abdullah.Sukhov and women from Abdullah's harem return to a nearby shore town. Soon, looking for a seaway across the border, Abdullah and his gang come to the same town...","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/20848
Tolkien,"England, early 20th century. The future writer and philologist John Ronald Reuel Tolkien (1892-1973) and three of his schoolmates create a strong bond between them as they share the same passion for literature and art, a true fellowship that strengthens as they grow up, but the outbreak of World War I threatens to shatter it.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/468224
A Matter of Life and Death,"When a young RAF pilot miraculously survives bailing out of his aeroplane without a parachute, he falls in love with an American radio operator. But the officials in the other world realise their mistake and dispatch an angel to collect him.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/28162
Wings,"Two young men, one rich, one middle class, both in love with the same woman, become US Air Corps fighter pilots and, eventually, heroic flying aces during World War I. Devoted best friends, their mutual love of the girl eventually threatens their bond. Meanwhile, a hometown girl who's the lovestruck lifelong next door neighbor of one of them pines away.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/28966
El Cid,"Epic film of the legendary Spanish hero, Rodrigo Diaz (""El Cid"" to his followers), who, without compromising his strict sense of honour, still succeeds in taking the initiative and driving the Moors from Spain.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/16638
The Aftermath,"In the aftermath of World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German widower who lives with them.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/433502
Sophie's Choice,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/15764
The Night Porter,"A concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/26648
Lakshya,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/21175
Suite Française,"France, 1940. In the first days of occupation, beautiful Lucile Angellier is trapped in a stifled existence with her controlling mother-in-law as they both await news of her husband: a prisoner of war. Parisian refugees start to pour into their small town, soon followed by a regiment of German soldiers who take up residence in the villagers' own homes. Lucile initially tries to ignore Bruno von Falk, the handsome and refined German officer staying with them. But soon, a powerful love draws them together and leads them into the tragedy of war.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/271674
Flyboys,"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/9664
In This Corner of the World,"Japan, 1943, during World War II. Young Suzu leaves her village near Hiroshima to marry and live with her in-laws in Kure, a military harbor. Her creativity to overcome deprivation quickly makes her indispensable at home. Inhabited by an ancestral wisdom, Suzu impregnates the simple gestures of everyday life with poetry and beauty. The many hardships, the loss of loved ones, the frequent air raids of the enemy, nothing alters her enthusiasm…","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/378108
A Farewell to Arms,"A tale of the World War I love affair, begun in Italy, between American ambulance driver Lt. Frederic Henry and British nurse Catherine Barkley. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each as the war rages on.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/22649
The Ottoman Lieutenant,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/433356
Where Hands Touch,"Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/426618
The Best Years of Our Lives,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/887
Joyeux Noel,"France, 1914, during World War I. On Christmas Eve, an extraordinary event takes place in the bloody no man's land that the French and the Scots dispute with the Germans…","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/11661
The Cranes Are Flying,"Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/38360
Aśoka,"A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers, his mother urges Asoka to escape to stay alive. While away, Asoka meets Kaurwaki and falls in love, but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows, which leads Asoka to embrace a Buddhist path.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/4435
To Live,Married couple Fugui and Jiazhen endure tumultuous events in mid-20th century mainland China as their personal fortunes move from wealthy landownership to peasantry.,"['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/31439
Captain Corelli's Mandolin,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/1722
The Four Feathers,"A young British officer resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancée send him four white feathers as symbols of what they view as his cowardice. To redeem his honor, he disguises himself as an Arab and secretly saves their lives.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/9093
In Tranzit,"Nazi POWs suspected of heinous acts are locked up in a Soviet women's prison run by vengeful female guards. To weed out the guilty, the innocent must pay. Can supposed enemies turn into great loves? Based on a true post-World War II story, this drama stars Thomas Kretschmann, John Malkovich and Vera Farmiga in a bitter game of cat and mouse and a battle between hate and humanity, mercy and revenge.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/24786
Beyond Borders,"Sarah Jordan, an American living in London in 1984, is married to the son of a wealthy British industrialist. She encounters Nick Callahan, a renegade doctor, whose impassioned plea for help to support his relief efforts in war-torn Africa moves her deeply. As a result, Sarah embarks upon a journey of discovery that leads to danger, heartbreak and romance in the far corners of the world.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/9839
Macross Delta: Passionate Walküre,"Macross Delta is set in the year 2067, eight years after the events of Macross Frontier. The story focuses on Walküre, a team of talented idols and the Delta Squadron, a team of experienced Valkyrie pilots as they battle against the Var Syndrome, a mysterious phenomena that is consuming the galaxy, alongside the mysterious Aerial Knights Valkyrie fighter team of the Kingdom of Wind. This film recompiles scenes from the television anime with new scenes to tell a different story.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/496349
War and Peace,The love story of young Countess Natasha Rostova and Count Pierre Bezukhov is interwoven with the Great Patriotic War of 1812 against Napoleon's invading army.,"['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/11706
Promise at Dawn,"From his childhood in Poland to his adolescence in Nice to his years as a student in Paris and his tough training as a pilot during World War II, this tragi-comedy tells the romantic story of Romain Gary, one of the most famous French novelists and sole writer to have won the Goncourt Prize for French literature two times.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/432616
Enigma,"The story of the WWII project to crack the code behind the Enigma machine, used by the Germans to encrypt messages sent to their submarines.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/10491
Story of a Prostitute,"Volunteering as a ""comfort woman"" on the Manchurian front, where she is expected to service hundreds of soldiers, Harumi is commandeered by the brutal Lieutenant Narita but falls for the sensitive Mikami, Narita's direct subordinate. Seijun Suzuki's Story of a Prostitute is a tragic love story as well as a rule-bending take on a popular Taijiro Tamura novel, challenging military and fraternal codes of honor, as seen through Harumi's eyes.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/39506
The Big Lift,The Berlin Air Lift from the point of view of two Air Force NCOs who navigate romance in a bombed out post WW2 Germany.,"['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/37468
The Man Who Cried,A young refugee travels from Russia to America in search of her lost father and falls in love with a gypsy horseman.,"['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/29572
Mrs. Miniver,"Middle-class housewife Kay Miniver deals with petty problems. She and her husband Clem watch her Oxford-educated son Vin court Carol Beldon, the charming granddaughter of the local nobility as represented by Lady Beldon. Then the war comes and Vin joins the RAF.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/27367
Cabaret,"Filmed live from the 1993 revival, Sam Mendes' directorial debut takes place at the Donmar Warehouse in London's West End. Jane Horrocks stars as cabaret girl Sally Bowles, Adam Godley as the bicurious Cliff, and Alan Cumming as the eccentric Emcee. Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally and the impish Emcee sound the clarion call to decadent fun, while outside, a notorious political party grows into a brutal force.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/215768
Ballad of a Soldier,"During World War II, earnest young Russian soldier Alyosha Skvortsov is rewarded with a short leave of absence for performing a heroic deed on the battlefield. Feeling homesick, he decides to visit his mother. Due to his kindhearted nature, however, Alyosha is repeatedly sidetracked by his efforts to help those he encounters, including a lovely girl named Shura. In his tour of a country devastated by war, he struggles to keep hope alive.","['Drama', 'War', 'Romance']",sad,https://www.themoviedb.org/movie/46592
Ballerina,"Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/541671
xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/7451
A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1197306
First Shift,"NYPD veteran Mike and rookie Angela tackle a high-stakes day on New York's toughest streets, diving headfirst into a vortex of danger and action. Their adrenaline-fueled pursuits and unexpected threats unfold as they navigate perilous encounters. Amidst the chaos, intense challenges forge unbreakable bonds.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1090007
The Roundup: Punishment,'Monster Cop' Ma Seok-do investigates an illegal online gambling business led by a former STS Baek and an IT genius CEO Chang. Ma proposes an unexpected alliance to Jang and begins hunting down the criminals.,"['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1017163
Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/385687
The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/155
Havoc,"When a drug heist swerves lethally out of control, a jaded cop fights his way through a corrupt city's criminal underworld to save a politician's son.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/668489
John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/603692
Alarum,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1249289
Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/573435
Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/637649
Last Bullet,Car genius Lino returns to conclude his vendetta against Areski and the corrupt commander who ruined their lives in this turbo-charged trilogy finale.,"['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1144430
John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/324552
The Equalizer,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/156022
Demon City,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1405338
The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/49026
Fast X: Part 2,"The eleventh installment in The Fast Saga, and a direct sequel to ""Fast X"".","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/755679
The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,"['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/866398
John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/458156
Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/168259
Bullet Train Explosion,"When panic erupts on a Tokyo-bound bullet train that will explode if it slows below 100 kph, authorities race against time to save everyone on board.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1276073
Den of Thieves 2: Pantera,"Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous and unpredictable world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/604685
The Island,"When his brother is killed, LAPD officer Mark leaves the city to return to the island he grew up on. Seeking answers and ultimately vengeance, he soon finds himself in a bloody battle with the corrupt tycoon who's taken over the island paradise.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1138749
"The Gangster, the Cop, the Devil","After barely surviving a brutal attack by a sadistic serial killer, crime boss Jang Dong-su is left humiliated. Determined to catch the killer known as K, he forms an uneasy alliance with Jung Tae-seok, a relentless and incorruptible detective who often disrupts his illegal business. However, while Jang Dong-su wants K dead, Jung Tae-suk is determined to bring him to justice. With a deal in place—whoever finds K first will decide his fate—the hunt begins, blurring the lines between crime and law.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/581528
The Equalizer 2,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/345887
The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/926393
The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/337339
Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/82675
Sicario: Day of the Soldado,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,"['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/400535
Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,"['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/273481
Desert Dawn,A newly appointed small-town sheriff and his begrudging deputy get tangled up in a web of lies and corruption involving shady businessmen and the cartel while investigating the murder of a mysterious woman.,"['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1180906
Hijack 1971,"Pilots Tae-in and Gyu-sik are set to fly to Gimpo. Under the guidance of flight attendant Ok-soon, passengers are busy boarding. However, shortly after takeoff, a homemade bomb explodes, turning the cabin into chaos.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1147710
Absolution,"An aging ex-boxer gangster working as muscle for a Boston crime boss receives an upsetting diagnosis.  Despite a faltering memory, he attempts to rectify the sins of his past and reconnect with his estranged children. He is determined to leave a positive legacy for his grandson, but the criminal underworld isn’t done with him and won’t loosen their grip willingly.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/974453
Taandob,"A young man named Swadhin moves to Dhaka after failing to secure 22 jobs. Pressured by his fiancée’s family, he has two months to find work. His journey takes a dark turn when he’s mistakenly detained, exposing him to systemic injustice and political unrest.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1396122
Triple Frontier,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/399361
Kill Bill: Vol. 2,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/393
Jack Reacher: Never Go Back,"Years after resigning command of an elite military police unit, the nomadic, righter-of-wrongs Reacher is drawn back into the life he left behind when his friend and successor, Major Susan Turner is framed for espionage. Reacher will stop at nothing to prove her innocence and to expose the real perpetrators behind the killings of his former soldiers.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/343611
One Battle After Another,"When their evil nemesis resurfaces after 16 years, a band of ex-revolutionaries reunite to rescue the daughter of one of their own.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1054867
Colombiana,"After witnessing her parents’ murder as a child in Bogota, Cataleya Restrepo grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/62835
The Hitman's Bodyguard,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/390043
Bad Boys,"Marcus Burnett is a henpecked family man. Mike Lowrey is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/9737
Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/38700
Hellhound,"Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/1217379
Undisputed III: Redemption,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/38234
Extraction 2,"Back from the brink of death, highly skilled commando Tyler Rake takes on another dangerous mission: saving the imprisoned family of a ruthless gangster.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/697843
Jack Reacher,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/75780
The Transporter,"Former Special Forces officer Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/4108
RED 2,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,"['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/146216
Madness,"An escaped convicted murderer invades the cottage of a man, his wife and the wife's sister, whereupon he proceeds to torment this already dysfunctional trio with rape and violence.","['Action', 'Crime', 'Thriller']",angry,https://www.themoviedb.org/movie/28322
I Know What You Did Last Summer,"When five friends inadvertently cause a deadly car accident, they cover up their involvement and make a pact to keep it a secret rather than face the consequences. A year later, their past comes back to haunt them and they're forced to confront a horrifying truth: someone knows what they did last summer…and is hell-bent on revenge.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1083433
Clown in a Cornfield,"Quinn and her father have just moved to the quiet town of Kettle Springs hoping for a fresh start. Instead, she discovers a fractured community that has fallen on hard times after the treasured Baypen Corn Syrup Factory burned down. As the locals bicker amongst themselves and tensions boil over, a sinister, grinning figure emerges from the cornfields to cleanse the town of its burdens, one bloody victim at a time.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/713364
Influencer,"While struggling on a solo backpacking trip in Thailand, social media influencer Madison meets CW, who travels with ease and shows her a more uninhibited way of living. But CW's interest in her takes a darker turn.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1020910
I Know What You Did Last Summer,"After an accident on a winding road, four teens make the fatal mistake of dumping their victim's body into the sea. Exactly one year later, the deadly secret resurfaces as they're stalked by a hook-handed figure.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/3597
Seeds,A Mohawk woman is hired as a social media influencer but is caught in a deadly cat-and-mouse game as she's forced to go to war to preserve her people's heritage from corporate interests.,"['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1005860
The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/423108
Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/539
